Dates,Financials,Consumer Staples,Energy,Industrials,Healthcare,Consumer Discretionary,Utilities,Information Technology,Materials,S&P500,Communication Services
11/20/2001,6800,93000,14600,14600,102400,62000,109600,109600,16500,76300,20400
11/21/2001,5600,40500,6200,6200,23300,19600,166000,166000,3800,284700,11200
11/22/2001,5600,40500,6200,6200,23300,19600,166000,166000,3800,284700,11200
11/23/2001,3600,41700,6600,6600,18900,11600,33200,33200,1500,27500,22700
11/26/2001,4200,42300,19200,19200,36300,46800,246800,246800,40100,201900,20500
11/27/2001,23600,74100,9600,9600,76800,51200,204000,204000,4400,161000,18700
11/28/2001,8200,48300,40200,40200,37400,122000,355200,355200,3500,184300,17800
11/29/2001,6500,75900,30800,30800,39900,34400,1063600,1063600,3800,133200,8400
11/30/2001,5300,19800,6600,6600,27400,33600,112000,112000,7800,252300,8100
12/3/2001,20600,28800,2800,2800,14600,11200,572000,572000,3600,154100,8100
12/4/2001,2500,36600,42400,42400,20300,14400,108400,108400,46200,113700,40200
12/5/2001,16600,93000,25000,25000,31400,485200,305200,305200,18400,229800,9200
12/6/2001,5900,54000,8200,8200,44000,103600,188400,188400,6200,219900,28900
12/7/2001,7800,46800,4000,4000,25600,150800,114800,114800,3300,186100,8900
12/10/2001,10200,36300,10000,10000,36200,145200,221600,221600,6200,186100,14600
12/11/2001,9800,24000,12200,12200,34200,205600,97600,97600,6400,275000,34100
12/12/2001,13900,29700,49600,49600,139700,39600,313200,313200,6400,397800,41000
12/13/2001,9400,27600,7000,7000,19300,28400,150800,150800,38300,154200,22400
12/14/2001,9000,70200,9200,9200,39400,270000,178000,178000,7900,213800,25200
12/17/2001,8400,23400,21200,21200,50100,52400,101200,101200,6300,193400,16900
12/18/2001,280300,54300,8400,8400,45900,46400,596000,596000,22300,539100,23100
12/19/2001,6100,64200,7800,7800,34300,68400,246400,246400,18100,166400,26900
12/20/2001,6600,56400,33400,33400,29200,96800,394800,394800,5500,305000,37500
12/21/2001,8400,32400,7800,7800,92800,69600,620000,620000,1600,1136500,21200
12/24/2001,5500,42000,9200,9200,50100,10800,155600,155600,1300,61600,13600
12/25/2001,5500,42000,9200,9200,50100,10800,155600,155600,1300,61600,13600
12/26/2001,5900,63900,13600,13600,24200,74400,422400,422400,2800,252600,16500
12/27/2001,5200,94800,27600,27600,32300,76000,271200,271200,3800,149400,11100
12/28/2001,7300,99900,7600,7600,26900,48400,208400,208400,5100,316700,20800
12/31/2001,6100,50100,34600,34600,23500,31200,323200,323200,3100,296700,24800
1/1/2002,6100,50100,34600,34600,23500,31200,323200,323200,3100,296700,24800
1/2/2002,9200,42000,13200,13200,130100,48800,283600,283600,7500,987900,9800
1/3/2002,49800,60000,76800,76800,46800,104800,204000,204000,3400,359500,15900
1/4/2002,11700,52200,8400,8400,24300,58000,220800,220800,4900,154100,92700
1/7/2002,10800,52800,10000,10000,72300,42000,109600,109600,6400,220900,19600
1/8/2002,14900,68700,1600,1600,46500,1263200,110400,110400,4200,124300,17800
1/9/2002,10100,43200,7800,7800,28100,92400,231200,231200,3400,176700,4600
1/10/2002,4300,61500,15000,15000,21700,72800,98000,98000,4200,83200,16700
1/11/2002,7900,55200,19400,19400,49300,43200,44400,44400,3700,153000,109200
1/14/2002,13600,57600,67200,67200,21500,87200,182000,182000,6300,137400,11500
1/15/2002,83700,45000,63200,63200,51700,86000,164800,164800,5300,148000,9800
1/16/2002,7800,42900,60400,60400,15300,87200,110400,110400,3600,102800,15800
1/17/2002,9200,21600,13400,13400,35600,16800,107200,107200,4100,74600,15200
1/18/2002,13100,50100,3000,3000,23900,19600,63200,63200,24500,83800,31800
1/21/2002,13100,50100,3000,3000,23900,19600,63200,63200,24500,83800,31800
1/22/2002,19600,60900,29000,29000,109300,68000,409600,409600,6600,80600,60500
1/23/2002,5400,30900,3200,3200,49600,96000,183600,183600,1200,182000,38900
1/24/2002,4300,56100,38000,38000,25800,37600,321600,321600,4700,996900,19500
1/25/2002,7600,31800,6200,6200,24000,71600,54000,54000,4900,147300,6000
1/28/2002,8400,16200,8800,8800,43300,131600,153600,153600,35200,46700,25300
1/29/2002,10100,66300,50400,50400,36800,22000,83600,83600,3600,198300,7800
1/30/2002,8700,33600,56000,56000,32000,48400,57200,57200,8900,108400,31300
1/31/2002,64600,15600,5600,5600,16300,53600,54800,54800,2800,129000,23200
2/1/2002,10700,37200,10600,10600,34700,42800,92400,92400,12400,910000,16000
2/4/2002,10400,30600,19400,19400,53600,60400,102400,102400,11400,114100,48400
2/5/2002,13100,28800,10600,10600,80700,892800,112000,112000,5300,104100,39800
2/6/2002,3100,24300,10600,10600,44000,24000,192400,192400,5400,120200,13500
2/7/2002,5200,16200,7200,7200,72200,24800,179600,179600,700,86500,11600
2/8/2002,4100,6900,17200,17200,20200,8800,168400,168400,1000,89800,21400
2/11/2002,19900,26100,14400,14400,42800,104800,260400,260400,15300,75300,62400
2/12/2002,1700,12000,10400,10400,88300,27200,46400,46400,30100,85200,11600
2/13/2002,1900,27300,6000,6000,23700,33600,112800,112800,4700,82100,8000
2/14/2002,17200,27300,18600,18600,22100,119200,74400,74400,10500,208500,17400
2/15/2002,5700,42300,4600,4600,14700,31200,62400,62400,7500,944900,13200
2/18/2002,5700,42300,4600,4600,14700,31200,62400,62400,7500,944900,13200
2/19/2002,18500,20700,3600,3600,19800,107200,50800,50800,14700,140400,11800
2/20/2002,13000,51600,10000,10000,14200,69200,131200,131200,15700,86200,38300
2/21/2002,13700,25800,64400,64400,29700,142000,138800,138800,68600,64100,15300
2/22/2002,6700,114600,31400,31400,21700,176000,82000,82000,6900,120500,39900
2/25/2002,11300,81900,37800,37800,27200,76400,55600,55600,13500,75500,16200
2/26/2002,15400,179400,31400,31400,12600,51600,41200,41200,37500,159800,15100
2/27/2002,9000,298500,17600,17600,15500,66000,60400,60400,26300,237000,23400
2/28/2002,7400,89400,15400,15400,17500,73200,54800,54800,98200,168400,17900
3/1/2002,26500,60300,478800,478800,18500,136000,76400,76400,85500,135300,15400
3/4/2002,21500,110100,32600,32600,48100,80000,108400,108400,52600,134700,15500
3/5/2002,12900,186600,91400,91400,46600,600000,152400,152400,84200,104100,32300
3/6/2002,4600,86100,81200,81200,31000,60000,52400,52400,64100,115300,49800
3/7/2002,16500,104400,407400,407400,54900,64400,88000,88000,44200,102200,69600
3/8/2002,12300,49200,349600,349600,41400,60400,184800,184800,24000,218800,32600
3/11/2002,17000,82800,34200,34200,64100,69600,224000,224000,17300,138700,67200
3/12/2002,15300,42000,32200,32200,62600,290400,80400,80400,19500,1793700,25600
3/13/2002,8500,115500,17800,17800,25800,75200,123200,123200,9500,104400,23700
3/14/2002,36900,33600,19600,19600,43800,177200,108400,108400,9200,44900,20400
3/15/2002,8200,26100,16000,16000,20700,54800,730800,730800,8200,124500,21800
3/18/2002,10200,63300,11800,11800,23500,94800,1330800,1330800,15300,116900,18100
3/19/2002,18200,63300,13800,13800,23300,664800,98800,98800,9000,84800,13100
3/20/2002,5500,55800,26000,26000,87000,70400,152800,152800,43500,239700,11200
3/21/2002,8100,53400,29200,29200,33300,49600,42800,42800,37800,119500,16300
3/22/2002,6400,65400,24800,24800,18600,43200,17600,17600,13400,259700,18200
3/25/2002,11400,30000,37600,37600,20900,42400,71200,71200,11700,168000,32800
3/26/2002,6500,54000,23200,23200,20900,109200,189600,189600,35800,112600,9900
3/27/2002,13100,77100,13600,13600,47000,42400,41200,41200,39600,439700,13000
3/28/2002,8100,135900,14600,14600,16500,125200,87600,87600,7700,141800,41700
3/29/2002,8100,135900,14600,14600,16500,125200,87600,87600,7700,141800,41700
4/1/2002,50700,64500,10000,10000,20700,125600,338800,338800,18800,423100,9600
4/2/2002,8800,106500,24800,24800,15300,70400,51200,51200,21900,787900,9700
4/3/2002,121700,83700,24200,24200,40500,394400,132800,132800,18600,60300,13600
4/4/2002,11600,62100,13800,13800,53500,43600,240400,240400,16400,101100,19100
4/5/2002,6900,82800,10600,10600,48400,42000,256400,256400,19900,134400,81000
4/8/2002,9100,218100,49000,49000,22600,108400,104400,104400,39300,301000,16700
4/9/2002,5000,57600,19000,19000,21600,167600,88400,88400,11200,126500,117000
4/10/2002,5100,27300,25200,25200,24500,63600,110000,110000,12600,96300,107800
4/11/2002,11800,58200,31800,31800,31200,69200,233600,233600,16000,154200,57000
4/12/2002,12000,89700,19800,19800,21600,268800,249600,249600,29400,63700,22200
4/15/2002,10100,63600,63400,63400,14200,79200,40000,40000,229300,107800,30400
4/16/2002,71900,81900,50000,50000,23100,35200,139200,139200,9500,92500,56200
4/17/2002,7100,35400,23000,23000,25100,97600,86400,86400,13700,125600,88300
4/18/2002,56300,18900,16000,16000,60200,24800,67200,67200,3600,129300,18500
4/19/2002,6000,72000,26200,26200,23200,25200,38400,38400,10000,222400,12300
4/22/2002,230300,23700,22400,22400,36200,813600,48000,48000,8800,105100,79900
4/23/2002,9100,45000,9000,9000,26900,87600,84400,84400,19500,235200,34000
4/24/2002,19000,28500,9600,9600,52000,498000,84400,84400,21200,236700,34100
4/25/2002,1006500,27900,32400,32400,30100,93200,43200,43200,12900,590300,23200
4/26/2002,7200,10800,35000,35000,26200,77200,109200,109200,6800,613500,40400
4/29/2002,7100,22500,20200,20200,38200,57200,354000,354000,4000,174200,25400
4/30/2002,7700,16500,15000,15000,27500,262400,373200,373200,71400,260100,76300
5/1/2002,99300,27000,9600,9600,27300,94400,207600,207600,49900,1597900,30600
5/2/2002,34100,23700,21400,21400,19700,109200,95200,95200,17300,100900,18600
5/3/2002,12300,42000,12000,12000,71000,204800,128000,128000,3400,151600,41800
5/6/2002,14800,98400,20200,20200,34700,406400,173600,173600,3100,262500,83800
5/7/2002,11300,66000,157800,157800,55000,465200,282800,282800,11800,396000,27000
5/8/2002,20600,28800,112800,112800,35700,59600,662000,662000,61500,110600,35900
5/9/2002,17200,24600,19800,19800,48800,51600,297200,297200,37300,97700,34700
5/10/2002,28600,18000,89200,89200,36000,62400,349600,349600,4500,89900,27300
5/13/2002,19300,38400,13800,13800,33400,129600,187200,187200,6200,117100,30800
5/14/2002,51400,33600,6800,6800,46800,240400,337600,337600,5700,163800,20800
5/15/2002,17000,44100,26000,26000,58600,973200,538400,538400,39300,119900,26200
5/16/2002,1011200,36000,47800,47800,59700,4080800,86800,86800,14400,160300,25100
5/17/2002,15100,26400,16800,16800,68100,2118800,71200,71200,7000,1618100,42100
5/20/2002,80300,64500,14000,14000,31100,48400,72000,72000,12900,87400,17500
5/21/2002,38200,29100,10000,10000,67000,7772400,108800,108800,17100,62000,16100
5/22/2002,6200,34500,12000,12000,42300,55600,392000,392000,136100,130700,22600
5/23/2002,12800,27300,43000,43000,33400,30400,119600,119600,14100,272900,12200
5/24/2002,12400,13800,20000,20000,13300,50000,137600,137600,9300,127600,22800
5/27/2002,12400,13800,20000,20000,13300,50000,137600,137600,9300,127600,22800
5/28/2002,20600,22500,24200,24200,33000,165200,276400,276400,13400,232300,41900
5/29/2002,18500,30300,10200,10200,14900,88400,463200,463200,17600,925000,15500
5/30/2002,10100,55200,35000,35000,32100,191200,227200,227200,8000,104600,32300
5/31/2002,5500,18600,2400,2400,15000,36400,175200,175200,17400,273800,20300
6/3/2002,17600,139800,12600,12600,19100,63200,294800,294800,25300,212000,10000
6/4/2002,10600,48600,30200,30200,73200,309600,439600,439600,25700,126900,15200
6/5/2002,18200,21900,7400,7400,20500,38000,75600,75600,5500,64000,8500
6/6/2002,20100,44400,45000,45000,43300,76800,186000,186000,16800,113200,31900
6/7/2002,15200,18300,24800,24800,24100,102000,120000,120000,15100,148100,24300
6/10/2002,16800,41100,64600,64600,222900,107600,358400,358400,14200,112600,700900
6/11/2002,39100,35700,22200,22200,91600,58800,82400,82400,29900,66700,28900
6/12/2002,13900,45600,31200,31200,34200,345600,103200,103200,31400,112200,28100
6/13/2002,80100,33600,12600,12600,47200,78400,61200,61200,13000,124300,10300
6/14/2002,36700,33600,16600,16600,29900,136400,150800,150800,21500,147400,45100
6/17/2002,18000,14400,38200,38200,30500,57200,128800,128800,16600,129600,21500
6/18/2002,11600,15600,14200,14200,32600,65200,81200,81200,5900,145300,8900
6/19/2002,8600,16500,28200,28200,24100,65600,154400,154400,14500,68100,15900
6/20/2002,10000,10500,23400,23400,22600,242800,65600,65600,12000,159900,15900
6/21/2002,27900,14400,10800,10800,28400,44800,154800,154800,15300,1026000,8000
6/24/2002,19000,53700,7200,7200,75800,181200,145200,145200,30200,251800,31500
6/25/2002,36300,26400,50200,50200,34300,156400,98000,98000,24000,173200,22400
6/26/2002,25600,36000,30600,30600,40000,418800,353600,353600,33400,905600,93800
6/27/2002,21200,16200,20000,20000,34800,77600,241600,241600,19100,212400,32900
6/28/2002,8300,10500,8000,8000,36100,58000,256400,256400,14100,161100,39300
7/1/2002,24700,30600,23400,23400,40200,44800,124800,124800,32100,132500,35200
7/2/2002,13200,30600,37200,37200,193800,288000,251200,251200,47600,151700,97800
7/3/2002,15300,38400,19400,19400,44000,239600,240000,240000,13900,669800,18900
7/4/2002,15300,38400,19400,19400,44000,239600,240000,240000,13900,669800,18900
7/5/2002,5300,19200,15200,15200,24000,284800,275600,275600,20500,240200,9200
7/8/2002,26600,11400,6200,6200,32300,82400,80800,80800,34200,600900,17200
7/9/2002,31300,12900,7200,7200,69000,26000,106000,106000,5500,284900,21900
7/10/2002,24100,156900,9000,9000,64900,69200,217600,217600,22500,266500,33700
7/11/2002,38600,321600,74200,74200,142900,134800,422000,422000,25300,472600,155800
7/12/2002,40200,33900,7600,7600,46200,96400,126400,126400,11300,186700,22000
7/15/2002,43100,179100,25200,25200,124200,1069200,188800,188800,26800,451100,50700
7/16/2002,13700,37200,31000,31000,45000,462800,517600,517600,6300,134800,43700
7/17/2002,21600,35400,15200,15200,28900,306800,177600,177600,56300,174300,19900
7/18/2002,16200,27900,15600,15600,25700,139600,224000,224000,56200,109200,24100
7/19/2002,40700,85200,18600,18600,101000,209600,291200,291200,16000,644500,109200
7/22/2002,57300,55800,64400,64400,78200,696800,196000,196000,20000,669100,139800
7/23/2002,36800,55800,15800,15800,74900,44000,238000,238000,15600,321800,65000
7/24/2002,38700,89100,30000,30000,93900,133600,427200,427200,170400,875200,50000
7/25/2002,57600,44100,59600,59600,83600,588400,760000,760000,59300,318000,42200
7/26/2002,21300,42900,38000,38000,87000,43600,121200,121200,54100,164700,39900
7/29/2002,23400,47100,36200,36200,76000,1094400,1171200,1171200,110800,275700,45800
7/30/2002,61600,203100,28200,28200,147500,656800,411600,411600,34400,329600,32800
7/31/2002,102300,49200,30200,30200,164400,63200,551200,551200,28500,3733800,40000
8/1/2002,49100,227400,64400,64400,122400,141600,230800,230800,306600,200300,57700
8/2/2002,31000,278700,19200,19200,63500,1358400,350400,350400,8300,314600,69100
8/5/2002,15900,58800,22400,22400,213800,946400,259600,259600,31200,126100,40500
8/6/2002,29400,152700,19600,19600,54100,916400,229600,229600,30300,146600,23100
8/7/2002,19200,11700,10000,10000,41600,36400,326000,326000,9800,483200,276000
8/8/2002,47800,46200,23200,23200,422100,619200,93200,93200,7600,637100,28900
8/9/2002,48700,84000,22000,22000,121800,132000,116000,116000,161900,134500,7300
8/12/2002,44300,112200,60800,60800,460100,61200,180000,180000,21400,181500,72800
8/13/2002,27700,208200,27800,27800,131900,181600,135200,135200,24400,241600,6000
8/14/2002,21100,151500,22200,22200,147800,111200,264400,264400,3282000,91500,17400
8/15/2002,44200,322800,96000,96000,156900,768000,247200,247200,26000,400500,36700
8/16/2002,16600,177000,14000,14000,50800,112800,130400,130400,5900,126500,34300
8/19/2002,122600,320100,16200,16200,273800,372000,535600,535600,28400,137700,197000
8/20/2002,53100,64500,23000,23000,152800,327600,134800,134800,45700,176500,78500
8/21/2002,39400,64500,24200,24200,93800,330800,242800,242800,678200,173400,54900
8/22/2002,38800,38100,10000,10000,118400,117600,157600,157600,11800,117500,150300
8/23/2002,18200,44100,8600,8600,78600,140000,71600,71600,22400,331300,26500
8/26/2002,21100,51300,14200,14200,53500,42800,121200,121200,21800,237500,68100
8/27/2002,16600,63900,25000,25000,93000,88800,126000,126000,38400,153800,30100
8/28/2002,25400,61800,13200,13200,117900,196800,178800,178800,24300,176600,136600
8/29/2002,13900,33900,11000,11000,89400,58800,195200,195200,35400,98800,74100
8/30/2002,21400,25200,18400,18400,26400,60400,326800,326800,67000,91300,24400
9/2/2002,21400,25200,18400,18400,26400,60400,326800,326800,67000,91300,24400
9/3/2002,30400,112200,40200,40200,96100,91600,462400,462400,30400,170100,121400
9/4/2002,51500,128400,12000,12000,51100,62800,85200,85200,29800,469300,46300
9/5/2002,17600,73800,28400,28400,56200,152400,200000,200000,37400,307700,18000
9/6/2002,11900,139800,8000,8000,28700,100800,106800,106800,2516300,236200,15900
9/9/2002,20400,99900,16000,16000,37200,9072400,59200,59200,32800,83400,177100
9/10/2002,10600,102900,11000,11000,28400,1233600,49200,49200,7500,124400,18300
9/11/2002,15900,59100,14800,14800,29500,33600,46000,46000,7200,108300,38500
9/12/2002,5100,50700,5000,5000,25100,25200,1367600,1367600,3700,99400,33300
9/13/2002,31100,77100,22000,22000,235000,2513200,109600,109600,108900,69400,113700
9/16/2002,12900,79500,36800,36800,46500,199600,39600,39600,5600,119400,16700
9/17/2002,14000,36900,36000,36000,143600,79200,138800,138800,50900,781200,117700
9/18/2002,85500,150300,20000,20000,104100,6328400,205200,205200,11200,261500,16200
9/19/2002,86500,40800,23000,23000,41400,748800,540000,540000,27900,1112200,357800
9/20/2002,27900,35400,16600,16600,142900,22000,395600,395600,38000,233400,78000
9/23/2002,19300,31200,91800,91800,71100,203600,134400,134400,19600,163000,42000
9/24/2002,38400,37800,26000,26000,111600,221600,135200,135200,55600,265000,35800
9/25/2002,12000,198300,13400,13400,174700,334400,112800,112800,403700,154800,113900
9/26/2002,18800,123300,7000,7000,66400,441600,223600,223600,7400,168400,45900
9/27/2002,7700,32700,14600,14600,41400,15600,145600,145600,5100,205500,24700
9/30/2002,56600,40200,25400,25400,376700,633200,103200,103200,22300,1918400,51700
10/1/2002,16100,42300,29400,29400,51700,2161200,212800,212800,19300,194800,32900
10/2/2002,23400,52200,10000,10000,36700,180400,104000,104000,11300,241400,42400
10/3/2002,91900,42600,14800,14800,260600,96800,66800,66800,5200,261600,41700
10/4/2002,3700,63000,18400,18400,86900,89200,769200,769200,46800,416200,169900
10/7/2002,13900,94800,72000,72000,41700,84800,383200,383200,19300,353300,37300
10/8/2002,15900,95400,11400,11400,36700,378400,146800,146800,9900,283800,22700
10/9/2002,16200,36900,24400,24400,397200,85200,88400,88400,12300,255300,53900
10/10/2002,14700,33900,30600,30600,80700,410400,143200,143200,29700,366200,30000
10/11/2002,42500,61500,50200,50200,119400,63200,201600,201600,13600,447100,82500
10/14/2002,26100,106800,19000,19000,127200,5107600,114800,114800,2700,127300,24900
10/15/2002,34300,49500,52600,52600,221500,222800,1600800,1600800,71300,769700,64100
10/16/2002,14900,68100,12000,12000,170700,1144800,1802800,1802800,13600,360600,16500
10/17/2002,28500,148200,86200,86200,143500,192800,2128400,2128400,67100,408300,236100
10/18/2002,54800,269100,123200,123200,164500,290400,838400,838400,96200,409100,40800
10/21/2002,116000,130800,62600,62600,187700,929200,1624400,1624400,58300,195800,95400
10/22/2002,69800,231300,119600,119600,224200,1186000,449200,449200,41000,1172300,251800
10/23/2002,34200,32700,13400,13400,123400,268000,485600,485600,8700,208100,44500
